Year,Anime_Name,Rank,Score
2017,锁链战记～赫克瑟塔斯之光～ 第2章,6438,5.9
2019,刀剑神域 爱丽丝篇 异界战争,6631,6.2
2016,线上游戏的老婆不可能是女生？,7188,6.0
2023,剧场版 心理测量者 PROVIDENCE,3691,6.7
2017,淫妖蟲 蝕～凌触島退魔録～孕ミ堕チル少女達Anime Edition,8838,2.8
2017,进击的巨人 LOST GIRLS,1613,7.2
2018,打工小哥！,5326,6.3
2018,闪亮美妙☆频道,4641,6.3
2017,洁癖男子！青山君,7713,5.7
2018,恋如雨止,949,7.5
2022,平凡职业造就世界最强 OVA,7392,5.8
2016,妹とその友人がエロすぎて俺の股間がヤバイ,7979,5.4
2019,我们真的学不来！,7192,6.0
2017,RWBY Chibi Season 2,2993,6.8
2019,Code Geass 复活的鲁路修,1223,7.4
2018,天空与海洋之间,8587,4.7
2016,JKとエロコンビニ店長,7557,5.7
2021,境界触发者 第三季,307,7.9
2017,我与美咲老师,5226,6.4
2016,斯特拉的魔法,4638,6.6
2020,UCHITAMA?!～猫狗宠物街～,5445,6.2
2018,剧场版 七大罪 天空的囚人,7042,5.9
2016,怪兽娘～奥特怪兽拟人化计划～,6566,6.0
2019,信长老师的年幼妻子,8149,5.5
2021,瑞克和莫蒂 第五季,1010,7.5
2018,樱花忍法帖,8822,3.5
2017,想要传达你的声音,5862,6.2
2016,Fate/kaleid liner 魔法少女☆伊莉雅 3rei!!,2891,6.9
2018,银魂. 银之魂篇,1761,7.2
2019,喜羊羊与灰太狼之跨时空救兵,1826,7.3
2017,第二次幕后入学考试,8275,5.1
2016,旅街晚间秀,4216,6.5
2018,感染索多姆,6166,6.1
2016,期待在地下城邂逅有错吗 OVA,5094,6.5
2020,电影 GIVEN,3639,6.6
2020,恋爱小行星,2718,7.0
2016,虹色时光,5879,6.2
2019,擅长捉弄的高木同学 第二季,504,7.7
2017,青鬼 剧场版,7961,4.7
2020,鬼灭之刃 柱合会议・蝶屋敷篇,4778,6.5
2017,探险活宝 第九季,277,8.3
2020,大神小姐想被吃掉,7882,5.5
2018,Free Friend 2,8253,5.1
2020,催眠麦克风,8428,5.1
2022,鲁邦 零,5730,6.1
2021,鸣鸟不飞 Don’t stay gold,3911,6.4
2017,锁链战记～赫克瑟塔斯之光～,7190,5.9
2017,桃色望遠鏡 Anime Edition,8562,4.6
2020,水果篮子 第二季,1861,7.2
2022,致不灭的你 第二季,5213,6.5
2023,我心里危险的东西 推糟短篇,1877,7.2
2020,忘却Battery,4347,6.2
2017,剧场版 黑子的篮球 终极一战,6657,6.1
2023,欢迎来到驹田蒸馏所,4984,6.5
2020,记忆管理局,1049,7.5
2018,心动小房东,7492,5.8
2022,BLUE THERMAL,6957,5.8
2018,恶魔人 crybaby,338,7.8
2017,独自生活的小学生,4318,6.5
2020,大贵族,7403,5.7
2020,斗罗大陆 第四季 海神岛,6502,6.0
2016,misuzu -イケナイコト- Anime Edition,8714,3.9
2020,巨虫列岛,8734,4.3
2020,与魅魔的同居生活,6971,5.9
2019,Z/X Code reunion,8570,4.7
2020,排球少年 TO THE TOP 第二期,546,7.7
2022,飙速宅男 突破极限,6186,5.9
2017,Princess Principal,1143,7.4
2018,忍者蝙蝠侠,4313,6.6
2019,领风者,8840,3.5
2016,熊出没之夏日连连看,5476,5.9
2016,南方公园 第20季,2283,7.1
2019,RobiHachi,6055,6.2
2018,从漫画了解！Fate/Grand Order,3032,6.9
2018,打工小哥！之2！,3661,6.6
2017,青之驱魔师 京都不净王篇,4681,6.5
2021,五等分的新娘∬,4513,6.6
2021,Alice in Deadly School,3437,6.8
2017,アイドル強制操作～女を思いのままに操る悪魔のスマートフォン～,8839,2.5
2019,Star☆Twinkle 光之美少女,4481,6.5
2018,敦君与女朋友,6465,6.2
2019,皿三昧,2515,7.0
2016,大鱼·海棠,8325,5.4
2023,蓝眼武士,4364,6.5
2017,雏逻辑 〜from Luck ＆ Logic〜,3652,6.7
2019,流汗吧！健身少女,3249,6.8
2019,Fairy gone 2,7670,5.5
2018,月影特工,5765,6.3
2023,堀与宫村 -piece-,3120,6.9
2020,想哭的我戴上了猫的面具,6074,6.3
2021,山河剑心,2717,6.8
2021,凡人修仙传 特别篇 燕家堡大战,2043,7.1
2019,百鬼幼儿园 第二季,5157,6.1
2017,守望先锋：我们出发吧,2494,7.0
2016,妻中蜜3 THE ANIMATION,3211,6.8
2019,崩坏3 布洛妮娅,5531,6.1
2016,乌冬面之国的金色毛毬,3667,6.7
2022,疯狂动物城+,4140,6.6
2018,3D彼女,7846,5.7
2019,驯龙高手：隐秘的世界,3919,6.7
2017,熊出没·奇幻空间,6467,5.8
2018,信长的忍者 姊川·石山篇,2304,7.1
2016,梦幻之星online2,7996,5.5
2016,暗芝居 第三季,7565,5.8
2017,机甲少女 FRAME ARMS GIRL,5279,6.4
2017,机动战士高达 暮光的阿克西斯,8280,5.3
2016,POP IN Q,7201,5.7
2023,吞噬星空 宇宙篇,3697,6.5
2017,鬼平,1636,7.2
2018,无节操☆Bitch社,5350,6.2
2019,若能与你共乘海浪之上,6684,6.1
2017,豆打地平线,7717,4.7
2018,雄兵连之乾坤篇,4666,6.3
2022,小魔头暴露啦！,7417,5.3
2018,齐木楠雄的灾难 完结篇,969,7.5
2019,宝可梦：超梦的逆袭 进化,7197,5.8
2017,机动战士高达 雷霆宙域 BANDIT FLOWER,3065,6.8
2018,七美德,8597,4.9
2019,拳愿阿修罗 Part 2,1239,7.4
2021,无职转生～到了异世界就拿出真本事～,308,7.9
2016,最终流放-银翼的飞梦 Over the wishes,4654,6.1
2020,星辰变 第二季,5461,6.1
2018,なりゆき→パパ活GIRLS!! THE ANIMATION,7053,5.8
2016,香蕉喵,6654,5.8
2019,指尖传出的真挚热情-青梅竹马是消防员-,8152,5.3
2021,剧场版 高达G之复国运动 III 来自宇宙的遗产,1066,7.5
2018,为我而生,8844,3.7
2017,BanG Dream!,5865,6.3
2018,灵契·黄泉之契,6195,5.6
2020,弩级战队HXEROS,7923,5.7
2018,你还是不懂群马,8260,5.3
2017,精神不正常的步理不间断的强求 ～不会摘下耳机～,8574,4.6
2018,异世界魔王与召唤少女的奴隶魔术,7522,5.9
2016,阳炎眩乱-in a day's-,8749,3.5
2020,高校之神,6981,6.0
2016,监狱学园 OAD,2895,6.9
2019,灵能百分百 第一回灵能相谈所犒劳旅行～心满意足的治愈之旅～,1834,7.2
2018,夜思,1765,7.2
2016,都市传说系列,4218,6.6
2020,鸣鸟不飞 The clouds gather,3677,6.7
2016,超时空要塞Δ,5106,6.5
2020,狼行者,2721,6.9
2016,爆音少女!! OAD,5881,6.2
2017,暗芝居 第四季,7963,5.5
2019,爱、死亡 & 机器人,514,7.7
2020,怪怪守护神 OVA,4786,6.5
2017,月色真美,311,7.9
2021,向日葵绽放之夜,3958,6.7
2020,我的英雄学院OVA 活下来！殊死的生存训练,8440,4.6
2017,18if,7258,5.9
2022,再见了，夏日冒险,5214,6.4
2022,D4DJ Double Mix,5747,6.1
2020,咒术回战,1894,7.2
2020,勇者斗恶龙 达伊的大冒险,1080,7.5
2023,石纪元 新世界,2011,7.1
2020,绝望粉碎少女∞亚米妲,4353,6.4
2023,百姓贵族,5072,6.4
2017,情热传说 the X 第二季,6662,6.1
2017,干物妹！小埋R,4323,6.6
2022,天才王子的赤字国家振兴术,6999,6.1
2018,高分少女,341,7.9
2020,おね→ショタ←おね THE ANIMATION,6503,6.0
2020,寻找见习魔女,7418,5.5
2020,八男？别闹了！,8743,4.6
2019,美好国度的建设方略,8583,4.5
2022,创之界限 -#FFFFFF-,6277,6.1
2020,隐瞒之事,594,7.7
2018,OVERLORD 第二季,4331,6.6
2019,异常生物见闻录,8841,3.1
2016,ALL OUT!!,5492,6.1
2017,龙的牙医,1161,7.4
2016,心灵的声音,2285,7.0
2019,草裙舞女孩,6062,5.9
2017,国王游戏,8873,2.8
2016,炸猪排DJ扬太郎,3239,6.7
2018,千绪的通学路,3078,6.9
2018,杉本翔子のSexyトレーナー,3710,6.5
2017,狐妖小红娘 南国篇,4720,6.5
2021,异世界食堂 第二季,3449,6.8
2021,致不灭的你,4527,6.6
2019,你遭难了吗？,4491,6.6
2018,小木乃伊到我家,6479,6.2
2016,放学后Initiation,8326,4.9
2023,北极百货店的接待员,4393,6.5
2019,高达创形者 再起,2521,7.0
2017,高校星歌剧 第二季,3654,6.6
2019,小马宝莉：友谊就是魔法 第九季,3296,6.7
2019,红白黑黄 第七季,7692,5.6
2018,恶魔高校 D×D HERO,5821,6.3
2023,黄金庭院：冬日里的新年愿望,3137,6.8
2021,眷思量,2725,6.9
2020,A3！满开剧团 春&夏,6077,6.0
2021,键等,2092,7.1
2019,我和她（女医）的诊察日志,5173,6.4
2017,虐杀器官,2513,7.0
2019,期待在地下城邂逅有错吗 -俄里翁之矢-,5533,6.4
2022,千从狩,4249,6.5
2016,镇魂街,3694,6.7
2017,青春歌舞伎,6468,6.0
2019,鲁邦三世 THE FIRST,3928,6.6
2018,立花馆恋爱三角铃,7898,5.6
2016,任性HighSpec,7669,5.7
2016,乌托邦,7997,4.6
2017,Schoolgirl Strikers,8285,5.1
2017,妖怪名单 第二季,5285,6.4
2018,小马宝莉：友谊就是魔法 第八季,2344,7.0
2018,机械手臂,5417,6.0
2018,陪睡女友：紧紧抱着你,7055,5.8
2019,深夜的超自然公务员,8183,5.4
2017,Room Mate ～One Room side M～,8607,4.5
2016,春&夏推理事件簿～春太与千夏的青春～,7205,6.0
2023,电影 佐佐木与宫野ー毕业篇ー,3699,6.4
2017,魔法使的新娘,1679,7.2
2017,Implicity,7724,5.5
2019,美妙射击部,6717,6.0
2018,梅露可物语 -无精打采的少年与瓶中少女-,4724,6.5
2019,五等分的新娘,7226,6.0
2018,擅长捉弄的高木同学,987,7.4
2022,名侦探柯南 零的日常,7424,5.8
2017,樱花任务,3069,6.9
2018,强奸合法化!!!,8598,4.6
2019,天使降临到了我身边！,1269,7.3
2016,女神异闻录5 -THE DAY BREAKERS-,4663,6.5
2020,噬血狂袭 消失的圣枪篇,5490,6.4
2016,双月之城,6679,5.3
2021,机动战士高达 闪光的哈萨维,335,7.9
2021,剧场版 妄想学生会2,1073,7.4
2018,魔界骑士英格丽德 Re 堕入母猪奴隶的魔界骑士,8269,4.6
2020,姜子牙,7994,5.6
2016,禁忌咒纹,8750,4.6
2018,我喜欢的是妹妹但不是妹妹,8865,3.2
2018,逆转裁判 第二季,6201,6.2
2018,暗芝居 第六季,7525,5.7
2020,色情教団,7015,5.9
2019,轻松小熊和小薰,1843,7.2
2016,海绵宝宝 第十季,2922,6.8
2017,碧蓝幻想,5877,6.3
2018,银魂. 银之魂篇 第二季,1783,7.2
2016,ZEGAPAIN ADP,4227,6.3
2021,完美世界 第二季,3963,6.6
2020,心理测量者3 FIRST INSPECTOR,3707,6.7
2020,凡人修仙传之凡人风起天南,2733,6.9
2016,男子啦啦队!!,5887,6.0
2017,便利店男友,7965,5.1
2019,来自深渊 启程之拂晓,574,7.7
2016,熊出没之秋日团团转,5137,6.0
2020,世界第一初恋～求婚篇～,4810,6.3
2020,セフレ学園,8448,4.0
2017,动画同好会,7304,5.9
2022,''melt'' short movie,5752,5.9
2017,寻梦环游记,324,7.9
2022,TIGER & BUNNY 第二季 Part.2,5243,6.2
2020,猎龙飞船,4363,6.6
2019,欧尔麦特：崛起,8599,3.7
2020,超级龙珠英雄BIGBANG MISSION,6553,5.5
2018,偶像大师 灰姑娘女孩剧场 第三季,3721,6.7
2016,おいでよ！私立ヤリまｘり学園,8328,5.2
2019,凹凸世界 第三季·上,5174,6.3
2023,JOJO的奇妙冒险 石之海 第3部分,2059,7.1
2023,狩龙人拉格纳,5120,6.5
2020,哆啦A梦：大雄的新恐龙,1111,7.4
2020,龙与魔女,1899,7.2
2017,CHRONICLE「君のいる場所」,6664,5.3
2017,如果有妹妹就好了。,4328,6.6
2020,小千开发日记,7432,5.8
2020,半妖的夜叉姬,8751,4.5
2022,想要点外送肉棒的姐姐,7005,5.8
2018,蜘蛛侠：平行宇宙,342,7.9
2022,斗破苍穹 年番,6313,6.1
2020,进击的巨人 最终季,608,7.7
2019,笑容的代价,8845,3.7
2018,K SEVEN STORIES Episode 5「红之记忆 ～BURN～」,4355,6.5
2016,无畏魔女,5499,6.4
2016,相思,2311,7.1
2017,排球少年 才能与感觉,1176,7.4
2016,喵楞！,3264,6.8
2019,蝴蝶绮 ～少年信长～,6089,5.6
2018,鹿枫堂,3094,6.8
2017,哆啦A梦：大雄的南极冰冰凉大冒险,4723,6.5
2021,看得见的女孩,3452,6.8
2021,忧国的莫里亚蒂 第二季,4577,6.6
2019,LoveLive! Sunshine!! 学园偶像 电影 彩虹彼端,4499,6.6
2018,黄金神威 小剧场,6514,6.0
2023,影实！第二季,4501,6.5
2017,偶像大师 灰姑娘女孩剧场,3657,6.7
2019,你好 世界,3301,6.8
2019,催眠性指导,2545,7.0
2019,电影 光之美少女 Miracle Universe,7745,5.0
2018,杀戮天使,5830,6.3
2021,偶像荣耀,2780,6.9
2023,宝可梦 旅途 目标是宝可梦大师,3148,6.8
2018,闪乱神乐 SHINOVI MASTER -东京妖魔篇-,7059,5.8
2017,侧车搭档,7729,5.6
2018,放课后的优等生,8600,4.7
2018,淫行教師4 feat.エロ議員センセイ,8284,5.0
2021,宝可梦进化,2101,7.1
2020,虚构推理,6080,6.3
2017,黑执事 豪华客船篇,2518,7.0
2019,少女☆寸剧 All Starlight,5557,6.3
2022,宝可梦 遥远青空,4251,6.5
2016,机动警察 REBOOT,3696,6.7
2019,偶像活动 on Parade,3934,6.4
2017,キメ恋！高嶺の華と幼なじみがキマった理由,6507,6.1
2016,OZMAFIA!!,7684,5.3
2018,天狼 Sirius the Jaeger,7930,5.7
2016,逆转裁判,8004,5.6
2017,人力战舰！？汐风泽风,8312,4.4
2017,MARGINAL#4 从KISS开始创造Big Bang,5316,5.9
2018,喂，看见耳朵啦,5436,6.2
2018,少女与战车 第63回战车道全国高校生大会 总集篇,2383,7.0
2017,裙子下的野兽,8624,4.9
2019,薄暮,8189,5.4
2023,Princess Principal Crown Handler 第3章,3712,6.7
2016,博人传,7307,5.4
2019,只要可爱即使是变态你也会喜欢我吧？,6721,6.1
2017,养家之人,1700,7.2
2018,快把我哥带走2,4736,6.4
2019,我，不是说了能力要平均值么！,7241,6.0
2018,BanG Dream! 少女乐团派对！☆PICO,1030,7.4
2022,骸骨骑士大人异世界冒险中,7426,5.9
2016,粗点心战争,4691,6.6
2020,战双帕尼尼,5553,6.2
2019,青春笨蛋少年不做怀梦美少女的梦,1275,7.3
2016,色彩缤纷忍者画卷,6695,5.4
2021,PUI PUI 天竺鼠车车,1149,7.4
2021,罗小黑战记 众生之门篇,353,7.9
2017,战国鸟兽戏画～乙～,3080,6.8
2020,成年人不懂如何恋爱！,7999,5.2
2016,飼育×彼女,8784,4.1
2018,欢迎来到加帕里公园,8871,2.1
2018,真实工口游戏,6213,6.2
2020,女骑士艾琳,7052,5.7
2020,池袋西口公园,8472,5.1
2016,弹丸论破3 -The End of 希望之峰学园- 未来篇,8341,5.4
2020,旭日,7445,5.7
2017,灵契,6676,5.3
2022,组长女儿与照料专员,7020,6.0
2018,关于我女友是个一本正经的碧池这件事 OAD,7541,5.7
2019,石纪元,1854,7.2
2016,偶像活动 ~被盯上的魔法偶活卡~,2923,6.8
2016,告诉我！辣妹子酱,4272,6.6
2021,我让最想被拥抱的男人给威胁了。～西班牙篇～,3976,6.5
2018,职场小烈,1882,7.2
2017,地狱少女 宵伽,5902,6.3
2020,没落要塞,2759,6.9
2020,有药,3738,6.5
2019,路人女主的养成方法 Fine,588,7.7
2017,は～とふるママン THE ANIMATION,7980,5.4
2016,驱魔少年 HALLOW,5892,6.3
2016,小马宝莉之无尽森林传说,5139,6.1
2020,公主连结 Re:Dive,4831,6.5
2022,机动战士高达 库库鲁斯·杜安之岛,5761,6.3
2017,不要输！！恶之军团！,7313,5.6
2017,马男波杰克4,436,7.9
2019,刺客守则,8605,5.0
2020,表里不一的优等生绫香,6556,6.0
2022,名侦探柯南 本厅的刑警恋爱故事～结婚前夜～,5256,6.2
2018,道口时间,3741,6.7
2019,梦幻之星 神谕篇,5242,6.2
2020,1/2的魔法,4397,6.4
2023,期待在地下城邂逅有错吗IV 深章 灾厄篇,2086,7.1
2020,体操武士,1994,7.1
2023,不死不幸,5123,6.5
2017,大护法,4358,6.6
2020,星掠者,8786,4.4
2020,破晓之翼,1122,7.4
2018,佐贺偶像是传奇,402,7.8
2022,我家师傅没有尾巴,6371,6.2
2020,Re：从零开始的异世界生活 新编集版,614,7.7
2019,宝可梦 旅途,8853,3.3
2018,红白黑黄 第六季,4382,6.6
2016,超自然9人组,2314,7.0
2017,请问您今天要来点兔子吗？？～Dear My Sister～,1215,7.4
2016,爆音少女!!,5521,6.3
2016,名侦探柯南 Episode“ONE” 变小的名侦探,3273,6.8
2019,阴阳师·平安物语 第2季,6094,6.0
2019,心理测量者 Sinners of the System Case.2 First Guardian,2576,7.0
2018,重神机潘多拉,8602,4.8
2018,妹天堂3,8300,5.1
2017,理想禁区,6516,5.9
2017,妻が温泉でサークル仲間の肉便器になったのですが… Anime Edition,8648,4.3
2018,四牌士,3131,6.7
2022,孤独摇滚！,73,8.3
2023,虚构推理 第二季,4553,6.6
2021,渔港的肉子酱,3458,6.7
2018,美男高校地球防卫部 HAPPY KISS！,6521,5.6
2021,死神少爷与黑女仆,4599,6.6
2019,灰色：幻影扳机,4500,6.6
2017,笨女孩,4725,6.6
2019,即使明天世界终结,7850,5.6
2019,GIVEN 被赠与的未来,3426,6.7
2018,妻ネトリ,5867,6.2
2017,斗破苍穹 特别篇,3685,6.7
2018,通灵妃,7070,5.8
2023,文豪野犬 第四季,3201,6.8
2021,蜡笔小新：谜案！天下春日部学院的怪奇事件,2108,7.1
2021,非人哉 冬至篇,2794,6.9
2017,战刻夜想曲,7731,5.2
2020,黄金神威 小剧场 第三季,6082,6.0
2022,铃芽之旅,4262,6.6
2019,屈辱,5574,6.3
2017,悠悠式 OVA,2551,7.0
2016,RWBY Chibi,3703,6.7
2019,修业魔女璐璐萌 完结篇,4020,6.5
2016,关于唯一能让笨蛋妹妹变聪明的方法只有我的××的事,7690,5.7
2017,"Wake Up, Girls! 新章",8315,5.1
2018,卡利古拉,7933,5.6
2018,星辰变,5459,6.3
2017,ESCHA CHRON,5318,6.2
2016,心灵代码,8008,5.6
2018,黄金神威 OAD,2396,7.0
2019,Fairy gone,8213,5.4
2023,能干的猫今天也忧郁,3720,6.7
2016,苍之彼方的四重奏,7309,5.9
2017,ID-0,1738,7.2
2019,爱之钥 THE ANIMATION,6735,5.9
2018,刀剑神域外传 Gun Gale Online,4769,6.5
2019,我们的七日战争,7251,5.9
2018,三颗星彩色冒险,1054,7.4
2020,妙先生,8012,5.3
2016,至高指令,8795,4.3
2018,百鬼幼儿园,6214,6.0
2020,数码宝贝大冒险：,7066,5.9
2017,扩张少女系Trinary,7984,4.8
2016,噬血狂袭 II,4702,6.6
2020,爱情可以分割吗？,5559,6.0
2022,星辰变 第五季,7451,4.8
2016,命运九重奏,6749,6.0
2021,水星领航员 The BENEDIZIONE,421,7.8
2021,BanG Dream! FILM LIVE 2nd Stage,1178,7.4
2019,普罗米亚,1309,7.3
2017,偶像大师 百万现场 4周年纪念PV,3095,6.7
2020,食戟之灵 豪之皿,7462,5.9
2017,少女＊领域,6686,6.0
2016,解谜之音,8349,4.8
2020,天官赐福,8522,5.0
2022,阿松 ～希皮波族与闪耀的果实～,7026,5.2
2018,发情开关 ~堕落的少女们~,7543,5.5
2021,人偶学园,3984,6.6
2019,Endro~！,1856,7.2
2016,战国鸟兽戏画～甲～,2941,6.9
2016,星期一的丰满,4298,6.6
2018,血界战线 & BEYOND OAD,1884,7.2
2017,武装少女 OAD,5918,6.2
2020,思维覆写,2848,6.9
2020,剧场版 高校舰队,3743,6.7
2016,航海王：黄金之心,5170,6.4
2019,电影 为美好的世界献上祝福！红传说,634,7.6
2016,橘色奇迹,5895,6.3
2020,喜欢本大爷的竟然就你一个？～我们的比赛结束～,4847,6.5
2022,刀塔：龙之血 第二季,5781,6.0
2020,啄木鸟侦探社,6567,6.1
2018,Cherry&GAL's↑↑,8304,4.9
2017,心动抽插！Revolution♡～天使与恶魔的榨精大战～,8651,4.6
2017,有顶天家族 第二季,443,7.8
2019,巴比伦,8606,5.0
2022,MyGO!!!!!成员的日常生活,5271,6.4
2018,君想ふ恋,3777,6.7
2020,天宝伏妖录,4400,6.5
2019,列比乌斯,5264,6.3
2023,拳愿阿修罗 Season2,2136,7.1
2020,排球少年 陆 VS 空,2051,7.1
2017,笨蛋，测验，召唤兽 Blu-ray BOX 特典 新Mini动画,4371,6.6
2020,你是彼方,8825,3.4
2018,终将成为你,410,7.8
2020,棒球大联盟2nd 第二季,1146,7.5
2023,「ぷれぷれぷれあです」×「かげじつ！」コラボアニメ,5134,6.0
2018,寝取边狱,4388,6.5
2022,宇崎学妹想要玩！ω,6382,6.2
2020,高达创形者 再起 2nd Season,661,7.6
2017,咕噜咕噜魔法阵,1227,7.4
2016,亚人 -冲突-,2317,7.1
2019,兽娘动物园2,8879,1.4
2019,非洲的动物上班族,2612,7.0
2016,欧西里斯的天秤 第二季,3286,6.6
2019,エッチなお姉ちゃんに搾られたい,6126,6.2
2016,羁绊者,5528,6.4
2017,全职高手,6520,6.2
2018,25岁的女高中生,8632,4.8
2018,侦探歌剧 少女福尔摩斯 心灵的问候,3163,6.8
2022,辉夜大小姐想让我告白-超级浪漫-,77,8.3
2023,地下忍者,4579,6.6
2018,学园BASARA,6524,5.6
2021,入间同学入魔了 第二季,3473,6.8
2018,只要贝尔哲布布大小姐喜欢就好。,5898,6.3
2019,深夜的超自然公务员 OVA,5604,5.7
2016,熊巫女,7710,5.8
2019,普罗米亚 前日谭,4549,6.5
2021,电影 再见了，我的克拉默 First Touch,4614,6.2
2019,圣斗士星矢：黄道十二宫战士,7858,4.8
2017,剧场版 Free!-Timeless Medley- 绊,4755,6.4
2019,喂，看见耳朵啦 第二季,3453,6.5
2017,少年锦衣卫 第二季,3749,6.6
2018,我是江小白 第二季,7121,5.6
2021,工作细胞BLACK,2125,7.1
2021,伍六七之玄武国篇 上篇,2818,6.9
2023,电影 黑色五叶草 魔法帝之剑,3250,6.8
2020,异世界后宫物语,6119,6.2
2017,时间支配者,7739,5.3
2017,A频道 来吃火锅吧,2598,7.0
2022,一念永恒 第二季,4329,6.5
2016,守望先锋：英雄,3709,6.6
2019,武庚纪之三界,4053,6.4
2017,ヒトヅマライフ ワンタイムギャル,8355,4.8
2018,ある日、ネットで見つけたのは●●撮りされた彼女の動画だった。 The Motion Anime,5474,6.1
2019,女神异闻录5 Stars and Ours,6746,6.0
